"player_id","name","height","weight","year_start","year_end","dob","college_id"
"440","T.J. Warren","80","230","2015","2018","1993-09-05","59"
"441","Briante Weber","74","165","2016","2018","1992-12-29","150"
"442","David West","81","250","2004","2018","1980-08-29","119"
"443","Russell Westbrook","75","200","2009","2018","1988-11-12","105"
"444","Derrick White","77","190","2018","2018","1994-07-02","146"
"445","Okaro White","80","204","2017","2018","1992-08-13","178"
"446","Isaiah Whitehead","76","213","2017","2018","1995-03-08","61"
"447","Hassan Whiteside","85","265","2011","2018","1989-06-13","116"
"448","Andrew Wiggins","80","199","2015","2018","1995-02-23","174"
"449","Jacob Wiley","79","215","2018","2018","1994-09-04","74"
"450","Damien Wilkins","78","225","2005","2018","1980-01-11","171"
"451","C.J. Williams","77","225","2018","2018","1990-02-06","59"
"452","Lou Williams","73","175","2006","2018","1986-10-27","58"
"453","Marvin Williams","81","237","2006","2018","1986-06-19","43"
"454","Matt Williams","77","210","2018","2018","1993-10-14","69"
"455","Troy Williams","79","218","2017","2018","1994-12-30","30"
"456","D.J. Wilson","82","234","2018","2018","1996-02-19","125"
"457","Jamil Wilson","79","230","2018","2018","1990-11-21","101"
"458","Justise Winslow","79","225","2016","2018","1996-03-26","29"
"459","Jeff Withey","85","231","2014","2018","1990-03-07","174"
"460","Nate Wolters","76","190","2014","2018","1991-05-15","70"
"461","Brandan Wright","82","210","2008","2018","1987-10-05","43"
"462","Delon Wright","77","183","2016","2018","1992-04-26","103"
"463","Guerschon Yabusele","79","260","2018","2018","1995-12-17","58"
"464","Joe Young","74","180","2016","2018","1992-06-27","21"
"465","Nick Young","79","210","2008","2018","1985-06-01","4"
"466","Thaddeus Young","80","221","2008","2018","1988-06-21","115"
"467","Cody Zeller","85","240","2014","2018","1992-10-05","30"
"468","Tyler Zeller","85","253","2013","2018","1990-01-17","43"
"469","Paul Zipser","80","215","2017","2018","1994-02-18","58"
"470","Ante Zizic","83","250","2018","2018","1997-01-04","58"
"471","Ivica Zubac","85","265","2017","2018","1997-03-18","58"
"472","Alexis Ajinca","86","248","2009","2017","1988-05-06","58"
"473","Lavoy Allen","81","260","2012","2017","1989-02-04","31"
"474","Chris Andersen","82","245","2002","2017","1978-07-07","135"
"475","Alan Anderson","78","220","2006","2017","1982-10-16","139"
"476","Joel Anthony","81","245","2008","2017","1982-08-09","149"
"477","Wade Baldwin","76","202","2017","2017","1996-03-29","122"
"478","Leandro Barbosa","75","194","2004","2017","1982-11-28","58"
"479","Matt Barnes","79","226","2004","2017","1980-03-09","105"
"480","Brandon Bass","80","250","2006","2017","1985-04-30","11"
"481","Anthony Bennett","80","245","2014","2017","1993-03-14","149"
"482","Ben Bentil","81","235","2017","2017","1995-03-29","137"
"483","Anthony Brown","79","210","2016","2017","1992-10-10","177"
"484","Trey Burke","73","191","2014","2017","1992-11-12","125"
"485","Rakeem Christmas","81","250","2016","2017","1991-12-01","34"
"486","Semaj Christon","75","190","2017","2017","1992-11-01","119"
"487","Norris Cole","74","175","2012","2017","1988-10-13","52"
"488","Seth Curry","74","185","2014","2017","1990-08-23","29"
"489","Boris Diaw","80","250","2004","2017","1982-04-16","58"
"490","Toney Douglas","74","195","2010","2017","1986-03-16","178"
"491","Mike Dunleavy","81","230","2003","2017","1980-09-15","29"
"492","Jarell Eddie","79","218","2016","2017","1991-10-30","134"
"493","Monta Ellis","75","185","2006","2017","1985-10-26","58"
"494","Dante Exum","78","190","2015","2017","1995-07-13","58"
"495","Jordan Farmar","74","180","2007","2017","1986-11-30","105"
"496","Randy Foye","76","213","2007","2017","1983-09-24","127"
"497","Patricio Garino","78","210","2017","2017","1993-05-17","167"
"498","Michael Gbinije","79","200","2017","2017","1992-06-05","34"
"499","Alonzo Gee","78","225","2010","2017","1987-05-29","78"
"500","Jonathan Gibson","74","185","2017","2017","1987-11-08","164"
"501","Archie Goodwin","77","200","2014","2017","1994-08-17","79"
"502","Gerald Green","79","205","2006","2017","1986-01-26","58"
"503","Justin Hamilton","85","260","2014","2017","1990-04-01","11"
"504","A.J. Hammons","85","260","2017","2017","1992-08-27","87"
"505","Justin Harper","82","225","2012","2017","1989-08-30","86"
"506","Manny Harris","77","185","2011","2017","1989-09-21","125"
"507","Aaron Harrison","78","210","2016","2017","1994-10-28","79"
"508","Spencer Hawes","85","245","2008","2017","1988-04-28","126"
"509","Gerald Henderson","77","215","2010","2017","1987-12-09","29"
"510","Roy Hibbert","86","270","2009","2017","1986-12-11","66"
"511","Jordan Hill","82","235","2010","2017","1987-07-27","173"
"512","Solomon Hill","79","225","2014","2017","1991-03-18","173"
"513","Marcelo Huertas","75","200","2016","2017","1983-05-25","58"
"514","Kris Humphries","81","235","2005","2017","1985-02-06","7"
"515","R.J. Hunter","77","185","2016","2017","1993-10-24","120"
"516","Pierre Jackson","70","180","2017","2017","1991-08-29","124"
"517","John Jenkins","76","215","2013","2017","1991-03-06","122"
"518","Brandon Jennings","73","170","2010","2017","1989-09-23","58"
"519","Dahntay Jones","78","225","2004","2017","1980-12-27","29"
"520","James Jones","80","218","2004","2017","1980-10-04","26"
"521","Terrence Jones","81","252","2013","2017","1992-01-09","79"
"522","Ryan Kelly","83","230","2014","2017","1991-04-09","29"
"523","Brandon Knight","75","189","2012","2017","1991-12-02","79"
"524","Nicolas Laprovittola","76","180","2017","2017","1990-01-31","58"
"525","Zach LaVine","77","189","2015","2017","1995-03-10","105"
"526","Ty Lawson","71","195","2010","2017","1987-11-03","43"
"527","David Lee","81","245","2006","2017","1983-04-29","138"
"528","Shawn Long","81","255","2017","2017","1993-01-29","72"
"529","John Lucas III","71","166","2006","2017","1982-11-21","89"
"530","Sheldon Mac","77","200","2017","2017","1992-12-21","26"
"531","K.J. McDaniels","78","205","2015","2017","1993-02-09","163"
"532","Rodney McGruder","76","205","2017","2017","1991-07-29","166"
"533","Jordan McRae","78","185","2016","2017","1991-03-28","76"
"534","Josh McRoberts","82","240","2008","2017","1987-02-28","29"
"535","Mike Miller","80","218","2001","2017","1980-02-19","138"
"536","Elijah Millsap","78","225","2015","2017","1987-08-12","37"
"537","Anthony Morrow","77","210","2009","2017","1985-09-27","115"
"538","Donatas Motiejunas","85","222","2013","2017","1990-09-20","58"
"539","Maurice Ndour","81","200","2017","2017","1992-06-18","143"
"540","Gary Neal","76","210","2011","2017","1984-10-03","64"
"541","Georges Niang","80","230","2017","2017","1993-06-17","36"
"542","Andrew Nicholson","81","250","2013","2017","1989-12-08","184"
"543","Steve Novak","82","225","2007","2017","1983-06-13","101"
"544","Daniel Ochefu","83","245","2017","2017","1993-12-15","127"
"545","Arinze Onuaku","81","255","2014","2017","1987-07-13","34"
"546","Chinanu Onuaku","82","245","2017","2017","1996-11-01","182"
"547","Jabari Parker","80","250","2015","2017","1995-03-15","29"
"548","Lamar Patterson","77","225","2016","2017","1991-08-12","147"
"549","Cameron Payne","75","185","2016","2017","1994-08-08","51"
"550","Paul Pierce","79","235","1999","2017","1977-10-13","174"
"551","Marshall Plumlee","85","250","2017","2017","1992-07-14","29"
"552","Ronnie Price","74","190","2006","2017","1983-06-21","3"
"553","Tim Quarterman","78","195","2017","2017","1994-10-27","11"
"554","Chasson Randle","74","185","2017","2017","1993-02-05","177"
"555","Brian Roberts","73","173","2013","2017","1985-12-03","93"
"556","Glenn Robinson","78","222","2015","2017","1994-01-08","125"
"557","Thomas Robinson","82","237","2013","2017","1991-03-17","174"
"558","Sergio Rodriguez","75","176","2007","2017","1986-06-12","58"
"559","Damjan Rudez","82","228","2015","2017","1986-06-17","58"
"560","Brandon Rush","78","220","2009","2017","1985-07-07","174"
"561","Larry Sanders","83","235","2011","2017","1988-11-21","150"
"562","Luis Scola","81","240","2008","2017","1980-04-30","58"
"563","Kevin Seraphin","81","285","2011","2017","1989-12-07","58"
"564","Tiago Splitter","83","245","2011","2017","1985-01-01","58"
"565","Jarnell Stokes","81","263","2015","2017","1994-01-07","76"
"566","Diamond Stone","83","255","2017","2017","1997-02-10","77"
"567","Rodney Stuckey","77","210","2008","2017","1986-04-21","74"
"568","Jared Sullinger","81","260","2013","2017","1992-03-04","102"
"569","Edy Tavares","87","260","2016","2017","1992-03-22","58"
"570","Isaiah Thomas","69","185","2012","2017","1989-02-07","126"
"571","Hollis Thompson","80","206","2014","2017","1991-04-03","66"
"572","Marcus Thornton","76","205","2010","2017","1987-06-05","11"
"573","Mike Tobey","85","260","2017","2017","1994-10-10","111"
"574","Axel Toupane","79","197","2016","2017","1992-07-23","58"
"575","Beno Udrih","75","205","2005","2017","1982-07-05","58"
"576","Jarrod Uthoff","81","221","2017","2017","1993-05-19","19"
"577","Anderson Varejao","82","273","2005","2017","1982-09-28","58"
"578","Greivis Vasquez","78","217","2011","2017","1987-01-16","77"
"579","Sasha Vujacic","79","195","2005","2017","1984-03-08","58"
"580","C.J. Watson","74","175","2008","2017","1984-04-17","76"
"581","C.J. Wilcox","77","195","2015","2017","1990-12-30","126"
"582","Alan Williams","80","260","2016","2017","1993-01-28","132"
"583","Deron Williams","75","200","2006","2017","1984-06-26","99"
"584","Derrick Williams","80","240","2012","2017","1991-05-25","173"
"585","Reggie Williams","78","205","2010","2017","1986-09-14","121"
"586","Kyle Wiltjer","82","240","2017","2017","1992-10-20","154"
"587","Christian Wood","83","220","2016","2017","1995-09-27","149"
"588","Metta World Peace","78","260","2000","2017","1979-11-13","45"
"589","James Young","78","215","2015","2017","1995-08-16","79"
"590","Stephen Zimmerman","85","240","2017","2017","1996-09-09","149"
"591","Jordan Adams","77","209","2015","2016","1994-07-08","105"
"592","Cliff Alexander","80","245","2016","2016","1995-11-16","174"
"593","Lou Amundson","81","220","2007","2016","1982-12-07","149"
"594","James Anderson","78","213","2011","2016","1989-03-25","89"
"595","Thanasis Antetokounmpo","79","205","2016","2016","1992-07-17","58"
"596","Keith Appling","73","185","2016","2016","1992-02-13","139"
"597","Jeff Ayres","81","240","2010","2016","1987-04-29","155"
"598","Cameron Bairstow","81","250","2015","2016","1990-12-07","16"
"599","Andrea Bargnani","85","245","2007","2016","1985-10-26","58"
"600","DeJuan Blair","79","270","2010","2016","1989-04-22","147"
"601","Steve Blake","75","172","2004","2016","1980-02-26","77"
"602","Matt Bonner","82","235","2005","2016","1980-04-05","138"
"603","Chris Bosh","83","235","2004","2016","1984-03-24","115"
"604","Elton Brand","80","275","2000","2016","1979-03-11","29"
"605","Markel Brown","75","190","2015","2016","1992-01-29","89"
"606","Kobe Bryant","78","212","1997","2016","1978-08-23","58"
"607","Chase Budinger","79","209","2010","2016","1988-05-22","173"
"608","Caron Butler","79","228","2003","2016","1980-03-13","42"
"609","Rasual Butler","79","215","2003","2016","1979-05-23","81"
"610","Coty Clarke","79","232","2016","2016","1992-07-04","168"
"611","Chris Copeland","81","239","2013","2016","1984-03-17","146"
"612","Bryce Cotton","73","165","2015","2016","1992-08-11","137"
"613","Jared Cunningham","76","195","2013","2016","1991-05-22","44"
"614","Branden Dawson","78","225","2016","2016","1993-02-01","139"
"615","Bryce Dejean-Jones","78","209","2016","2016","1992-08-21","36"
"616","Duje Dukan","81","220","2016","2016","1991-12-04","140"
"617","Tim Duncan","83","250","1998","2016","1976-04-25","95"
"618","Cleanthony Early","80","210","2015","2016","1991-04-17","176"
"619","Jeremy Evans","81","200","2011","2016","1987-10-24","1"
"620","Festus Ezeli","83","255","2013","2016","1989-10-21","122"
"621","Jimmer Fredette","74","195","2012","2016","1989-02-25","145"
"622","Kevin Garnett","83","240","1996","2016","1976-05-19","58"
"623","Drew Gooden","82","250","2003","2016","1981-09-24","174"
"624","Andrew Goudelock","75","200","2012","2016","1988-12-07","47"
"625","Erick Green","76","185","2015","2016","1991-05-09","134"
"626","Jorge Gutierrez","75","191","2014","2016","1988-12-27","100"
"627","P.J. Hairston","78","230","2015","2016","1992-12-24","43"
"628","Jordan Hamilton","79","220","2012","2016","1990-10-06","185"
"629","Tyler Hansbrough","81","250","2010","2016","1985-11-03","43"
"630","Chuck Hayes","78","240","2006","2016","1983-06-11","79"
"631","J.J. Hickson","81","242","2009","2016","1988-09-04","59"
"632","Kirk Hinrich","76","190","2004","2016","1981-01-02","174"
"633","Ryan Hollins","85","240","2007","2016","1984-10-10","105"
"634","Damien Inglis","80","246","2016","2016","1995-05-20","58"
"635","Cory Jefferson","81","218","2015","2016","1990-12-26","124"
"636","Chris Johnson","78","206","2013","2016","1990-04-29","93"
"637","Orlando Johnson","77","220","2013","2016","1989-03-11","132"
"638","Chris Kaman","85","265","2004","2016","1982-04-28","6"
"639","Sergey Karasev","79","208","2014","2016","1993-10-26","58"
"640","Sasha Kaun","83","260","2016","2016","1985-05-08","174"
"641","Carl Landry","81","248","2008","2016","1983-09-19","87"
"642","Devyn Marble","78","200","2015","2016","1992-09-21","19"
"643","Kendall Marshall","76","200","2013","2016","1991-08-19","43"
"644","Kevin Martin","79","199","2005","2016","1983-02-01","159"
"645","O.J. Mayo","77","210","2009","2016","1987-11-05","4"
"646","Ray McCallum","75","190","2014","2016","1991-06-12","153"
"647","Mitch McGary","82","255","2015","2016","1992-06-06","125"
"648","Andre Miller","75","200","2000","2016","1976-03-19","103"
"649","Nazr Mohammed","82","221","1999","2016","1977-09-05","79"
"650","Luis Montero","79","185","2016","2016","1993-04-06","46"
"651","Xavier Munford","74","180","2016","2016","1992-06-01","97"
"652","J.J. OBrien","79","228","2016","2016","1992-04-08","71"
"653","Kostas Papanikolaou","80","225","2015","2016","1990-07-31","58"
"654","Nikola Pekovic","83","307","2011","2016","1986-01-03","58"
"655","Kendrick Perkins","82","270","2004","2016","1984-11-10","58"
"656","Tibor Pleiss","87","256","2016","2016","1989-11-02","58"
"657","Phil Pressey","71","175","2014","2016","1991-02-17","156"
"658","Pablo Prigioni","75","185","2013","2016","1977-05-17","58"
"659","Tayshaun Prince","81","212","2003","2016","1980-02-28","79"
"660","Nate Robinson","69","180","2006","2016","1984-05-31","126"
"661","Robert Sacre","85","270","2013","2016","1989-06-06","154"
"662","Henry Sims","82","248","2013","2016","1990-03-27","66"
"663","Donald Sloan","75","205","2012","2016","1988-01-15","170"
"664","Greg Smith","82","250","2012","2016","1991-01-08","13"
"665","Russ Smith","73","165","2015","2016","1991-04-19","182"
"666","Alex Stepheson","82","270","2016","2016","1987-08-07","4"
"667","Amare Stoudemire","82","245","2003","2016","1982-11-16","58"
"668","Jason Thompson","83","250","2009","2016","1986-07-21","109"
"669","Charlie Villanueva","83","232","2006","2016","1984-08-24","42"
"670","Sonny Weems","78","205","2009","2016","1986-07-08","168"
"671","Shayne Whittington","83","250","2015","2016","1991-03-27","92"
"672","Elliot Williams","77","190","2012","2016","1989-06-20","23"
"673","Mo Williams","73","198","2004","2016","1982-12-19","78"
"674","Tony Wroten","78","205","2013","2016","1993-04-13","126"
"675","Jeff Adrien","79","245","2011","2015","1986-02-10","42"
"676","Furkan Aldemir","82","240","2015","2015","1991-08-09","58"
"677","Pero Antic","83","260","2014","2015","1982-07-29","58"
"678","Earl Barron","85","250","2006","2015","1981-08-14","23"
"679","Jerrelle Benimon","80","245","2015","2015","1991-08-01","64"
"680","Sim Bhullar","89","360","2015","2015","1992-12-02","164"
"681","Carlos Boozer","81","258","2003","2015","1981-11-20","29"
"682","Jabari Brown","76","215","2015","2015","1992-12-18","156"
"683","Shannon Brown","76","205","2007","2015","1985-11-29","139"
"684","Dwight Buycks","75","190","2014","2015","1989-03-06","101"
"685","Will Bynum","73","185","2006","2015","1983-01-04","115"
"686","Nick Calathes","78","213","2014","2015","1989-02-07","138"
"687","Will Cherry","73","185","2015","2015","1991-02-08","9"
"688","Patrick Christopher","77","209","2015","2015","1988-06-03","100"
"689","Earl Clark","82","225","2010","2015","1988-01-17","182"
"690","Victor Claver","81","224","2013","2015","1988-08-30","58"
"691","Samuel Dalembert","83","255","2002","2015","1981-05-10","61"
"692","Luigi Datome","80","215","2014","2015","1987-11-27","58"
"693","Brandon Davies","82","240","2014","2015","1991-07-25","145"
"694","Glen Davis","81","289","2008","2015","1986-01-01","11"
"695","Andre Dawkins","77","215","2015","2015","1991-09-19","29"
"696","Austin Daye","83","220","2010","2015","1988-06-05","154"
"697","Joey Dorsey","80","268","2009","2015","1983-12-16","23"
"698","Chris Douglas-Roberts","79","200","2009","2015","1987-01-08","23"
"699","Zoran Dragic","77","200","2015","2015","1989-06-22","58"
"700","Larry Drew","74","180","2015","2015","1990-03-05","105"
"701","Reggie Evans","80","245","2003","2015","1980-05-18","19"
"702","Landry Fields","79","210","2011","2015","1988-06-27","177"
"703","Jamaal Franklin","77","191","2014","2015","1991-07-21","71"
"704","Joel Freeland","82","250","2013","2015","1987-02-07","58"
"705","Francisco Garcia","79","195","2006","2015","1981-12-31","182"
"706","Ben Gordon","75","200","2005","2015","1983-04-04","42"
"707","Drew Gordon","81","245","2015","2015","1990-07-12","16"
"708","Danny Granger","81","222","2006","2015","1983-04-20","16"
"709","Willie Green","76","200","2004","2015","1981-07-28","153"
"710","Brendan Haywood","85","268","2002","2015","1979-11-27","43"
"711","Xavier Henry","78","220","2011","2015","1991-03-15","174"
"712","Lester Hudson","75","190","2010","2015","1984-08-07","96"
"713","Robbie Hummel","80","215","2014","2015","1989-03-08","87"
"714","Bernard James","82","240","2013","2015","1985-02-07","178"
"715","Grant Jerrett","82","235","2015","2015","1993-07-08","173"
"716","Nick Johnson","75","202","2015","2015","1992-12-22","173"
"717","Perry Jones","83","235","2013","2015","1991-09-24","124"
"718","Jerome Jordan","85","253","2012","2015","1986-09-29","158"
"719","Andrei Kirilenko","81","220","2002","2015","1981-02-18","58"
"720","Alex Kirk","85","245","2015","2015","1991-11-14","16"
"721","Ognjen Kuzmic","85","251","2014","2015","1990-05-16","58"
"722","Ricky Ledo","79","195","2014","2015","1992-09-10","58"
"723","Malcolm Lee","77","200","2012","2015","1990-05-22","105"
"724","Kalin Lucas","73","195","2015","2015","1989-05-24","139"
"725","Shawn Marion","79","220","2000","2015","1978-05-07","149"
"726","Cartier Martin","79","220","2009","2015","1984-11-20","166"
"727","Kenyon Martin","81","234","2001","2015","1977-12-30","131"
"728","Jason Maxiell","79","260","2006","2015","1983-02-18","131"
"729","Jerel McNeal","75","200","2015","2015","1987-06-01","101"
"730","Gal Mekel","75","191","2014","2015","1988-03-04","176"
"731","Quincy Miller","81","210","2013","2015","1992-11-18","124"
"732","Darius Morris","76","190","2012","2015","1991-01-03","125"
"733","Toure Murry","77","195","2014","2015","1989-11-08","176"
"734","Jannero Pargo","73","175","2003","2015","1979-10-22","168"
"735","A.J. Price","74","181","2010","2015","1986-10-07","42"
"736","Miroslav Raduljica","85","250","2014","2015","1988-01-05","58"
"737","Shavlik Randolph","82","240","2006","2015","1983-11-24","29"
"738","Glen Rice","78","206","2014","2015","1991-01-01","115"
"739","Jason Richardson","78","220","2002","2015","1981-01-20","139"
"740","Luke Ridnour","74","175","2004","2015","1981-02-13","21"
"741","John Salmons","79","210","2003","2015","1979-12-12","26"
"742","Alexey Shved","78","190","2013","2015","1988-12-16","58"
"743","Greg Stiemsma","83","260","2012","2015","1985-09-26","140"
"744","David Stockton","71","165","2015","2015","1991-06-24","154"
"745","Jeffery Taylor","79","225","2013","2015","1989-05-23","122"
"746","Sebastian Telfair","73","165","2005","2015","1985-06-09","58"
"747","Malcolm Thomas","81","225","2012","2015","1988-11-08","71"
"748","Tyrus Thomas","81","215","2007","2015","1986-08-17","11"
"749","Ronny Turiaf","82","249","2006","2015","1983-01-13","154"
"750","Hedo Turkoglu","82","220","2001","2015","1979-03-19","58"
"751","Henry Walker","78","220","2009","2015","1987-10-09","166"
"752","Gerald Wallace","79","215","2002","2015","1982-07-23","78"
"753","David Wear","82","230","2015","2015","1990-09-21","105"
"754","Travis Wear","82","230","2015","2015","1990-09-21","105"
"755","Martell Webster","79","230","2006","2015","1986-12-04","58"
"756","Shawne Williams","81","225","2007","2015","1986-02-16","23"
"757","Dorell Wright","81","205","2005","2015","1985-12-02","58"
"758","Ray Allen","77","205","1997","2014","1975-07-20","42"
"759","Hilton Armstrong","83","235","2007","2014","1984-11-11","42"
"760","Gustavo Ayon","82","250","2012","2014","1985-04-01","58"
"761","Chris Babb","77","225","2014","2014","1990-02-14","36"
"762","Shane Battier","80","220","2002","2014","1978-09-09","29"
"763","Andris Biedrins","83","240","2005","2014","1986-04-02","58"
"764","Chauncey Billups","75","202","1998","2014","1976-09-25","146"
"765","Andray Blatche","83","235","2006","2014","1986-08-22","58"
"766","Keith Bogans","77","215","2004","2014","1980-05-12","79"
"767","Ronnie Brewer","79","220","2007","2014","1985-03-20","168"
"768","MarShon Brooks","77","200","2012","2014","1989-01-26","137"
"769","Andrew Bynum","85","285","2006","2014","1987-10-27","58"
"770","Josh Childress","80","210","2005","2014","1983-06-20","177"
"771","Dionte Christmas","77","205","2014","2014","1986-09-15","31"
"772","Jason Collins","85","255","2002","2014","1978-12-02","177"
"773","Nando De Colo","77","200","2013","2014","1987-06-23","58"
"774","Shane Edwards","79","220","2014","2014","1987-05-31","142"
"775","Melvin Ely","82","260","2003","2014","1978-05-02","13"
"776","Vitor Faverani","83","260","2014","2014","1988-05-05","58"
"777","Carrick Felix","78","201","2014","2014","1990-08-17","155"
"778","Derek Fisher","73","200","1997","2014","1974-08-09","142"
"779","Diante Garrett","76","190","2013","2014","1988-11-03","36"
"780","Ryan Gomes","79","250","2006","2014","1982-09-01","137"
"781","Aaron Gray","85","270","2008","2014","1984-12-07","147"
"782","Josh Harrellson","82","275","2012","2014","1989-02-12","79"
"783","Al Harrington","81","230","1999","2014","1980-02-17","58"
"784","Elias Harris","80","239","2014","2014","1989-07-06","154"
"785","Mike Harris","78","240","2008","2014","1983-06-15","179"
"786","Scotty Hopson","79","204","2014","2014","1989-08-08","76"
"787","Royal Ivey","75","200","2005","2014","1981-12-20","185"
"788","Stephen Jackson","80","218","2001","2014","1978-04-05","62"
"789","Damion James","79","225","2011","2014","1987-10-07","185"
"790","Antawn Jamison","80","223","1999","2014","1976-06-12","43"
"791","Othyus Jeffers","77","200","2010","2014","1985-08-05","181"
"792","Darius Johnson-Odom","74","215","2013","2014","1989-09-28","101"
"793","Solomon Jones","82","230","2007","2014","1984-07-16","68"
"794","Viacheslav Kravtsov","85","260","2013","2014","1987-08-25","58"
"795","Doron Lamb","76","210","2013","2014","1991-11-06","79"
"796","Rashard Lewis","82","215","1999","2014","1979-08-08","58"
"797","Roger Mason","77","200","2003","2014","1980-09-10","111"
"798","Eric Maynor","75","175","2010","2014","1987-06-11","150"
"799","Tony Mitchell","80","235","2014","2014","1992-04-07","15"
"800","Arnett Moultrie","83","249","2013","2014","1990-11-18","91"
"801","Byron Mullens","85","275","2010","2014","1989-02-14","102"
"802","Erik Murphy","82","230","2014","2014","1990-10-26","138"
"803","Hamady NDiaye","85","235","2011","2014","1987-01-12","136"
"804","Steve Nash","75","195","1997","2014","1974-02-07","152"
"805","Nemanja Nedovic","75","192","2014","2014","1991-06-16","58"
"806","James Nunnally","79","205","2014","2014","1990-07-14","132"
"807","Jermaine ONeal","83","226","1997","2014","1978-10-13","58"
"808","Greg Oden","85","250","2009","2014","1988-01-22","102"
"809","Daniel Orton","82","255","2012","2014","1990-08-06","79"
"810","Travis Outlaw","81","210","2004","2014","1984-09-18","58"
"811","Dexter Pittman","83","308","2011","2014","1988-03-02","185"
"812","Josh Powell","81","225","2006","2014","1983-01-25","59"
"813","Anthony Randolph","82","205","2009","2014","1989-07-15","11"
"814","Mustafa Shakur","75","190","2011","2014","1984-08-18","173"
"815","Tornike Shengelia","81","217","2013","2014","1991-10-05","58"
"816","Chris Singleton","80","230","2012","2014","1989-11-21","178"
"817","Peyton Siva","73","185","2014","2014","1990-10-24","182"
"818","Chris Smith","74","200","2014","2014","1987-10-13","182"
"819","James Southerland","80","215","2014","2014","1990-04-28","34"
"820","D.J. Stephens","77","188","2014","2014","1990-12-19","23"
"821","Tyshawn Taylor","75","185","2013","2014","1990-04-12","174"
"822","Marquis Teague","74","189","2013","2014","1993-02-28","79"
"823","Hasheem Thabeet","87","263","2010","2014","1987-02-16","42"
"824","Adonis Thomas","79","200","2014","2014","1993-03-25","23"
"825","Jamaal Tinsley","75","195","2002","2014","1978-02-28","36"
"826","Jeremy Tyler","82","260","2012","2014","1991-06-21","58"
"827","Jarvis Varnado","81","230","2013","2014","1988-03-01","91"
"828","Jan Vesely","83","240","2012","2014","1990-04-24","58"
"829","Casper Ware","70","175","2014","2014","1990-01-17","161"
"830","Earl Watson","73","195","2002","2014","1979-06-12","105"
"831","Maalik Wayns","74","200","2013","2014","1991-05-02","127"
"832","D.J. White","81","251","2009","2014","1986-08-31","30"
"833","Royce White","80","270","2014","2014","1991-04-10","36"
"834","Chris Wright","80","226","2012","2014","1988-09-30","93"
"835","Josh Akognon","71","185","2013","2013","1986-02-10","5"
"836","Rodrigue Beaubois","73","170","2010","2013","1988-02-24","58"
"837","Kwame Brown","83","270","2002","2013","1982-03-10","58"
"838","Marcus Camby","83","220","1997","2013","1974-03-22","165"
"839","Matt Carroll","78","212","2004","2013","1980-08-28","24"
"840","Will Conroy","74","195","2007","2013","1982-12-08","126"
"841","Daequan Cook","77","205","2008","2013","1987-04-28","102"
"842","Eddy Curry","85","295","2002","2013","1982-12-05","58"
"843","Marquis Daniels","78","200","2004","2013","1981-01-07","63"
"844","Carlos Delfino","78","230","2005","2013","1982-08-29","58"
"845","Justin Dentmon","71","185","2012","2013","1985-09-05","126"
"846","DeSagana Diop","85","300","2002","2013","1982-01-30","58"
"847","Keyon Dooling","75","196","2001","2013","1980-05-08","156"
"848","Chris Duhon","73","185","2005","2013","1982-08-31","29"
"849","Devin Ebanks","81","215","2011","2013","1989-10-28","75"
"850","Kim English","78","200","2013","2013","1988-09-24","156"
"851","Mickael Gelabale","79","215","2007","2013","1983-05-22","58"
"852","Daniel Gibson","74","190","2007","2013","1986-02-27","185"
"853","Hamed Haddadi","86","254","2009","2013","1985-05-19","58"
"854","Richard Hamilton","78","185","2000","2013","1978-02-14","42"
"855","Ben Hansbrough","75","203","2013","2013","1987-12-23","24"
"856","Terrel Harris","77","190","2012","2013","1987-08-10","89"
"857","Lazar Hayward","78","225","2011","2013","1986-11-26","101"
"858","Cory Higgins","77","180","2012","2013","1989-06-14","146"
"859","Grant Hill","80","225","1995","2013","1972-10-05","29"
"860","Tyler Honeycutt","80","188","2012","2013","1990-07-15","105"
"861","Josh Howard","79","210","2004","2013","1980-04-28","95"
"862","Juwan Howard","81","240","1995","2013","1973-02-07","125"
"863","Jared Jeffries","83","230","2003","2013","1981-11-25","30"
"864","Charles Jenkins","75","220","2012","2013","1989-02-28","27"
"865","Ivan Johnson","80","230","2012","2013","1984-04-10","21"
"866","DeQuan Jones","80","221","2013","2013","1990-06-20","26"
"867","Dominique Jones","76","215","2011","2013","1988-10-15","68"
"868","Kevin Jones","80","251","2013","2013","1989-08-25","75"
"869","Kris Joseph","79","210","2013","2013","1988-12-17","34"
"870","Jason Kidd","76","205","1995","2013","1973-03-23","100"
"871","Linas Kleiza","80","245","2006","2013","1985-01-03","156"
"872","Scott Machado","73","205","2013","2013","1990-06-08","38"
"873","Corey Maggette","78","218","2000","2013","1979-11-12","29"
"874","Dominic McGuire","81","220","2008","2013","1985-10-20","13"
"875","Fab Melo","85","255","2013","2013","1990-06-20","34"
"876","Darko Milicic","85","250","2004","2013","1985-06-20","58"
"877","Kevin Murphy","77","185","2013","2013","1990-03-06","2"
"878","Troy Murphy","83","245","2002","2013","1980-05-02","24"
"879","Lamar Odom","82","220","2000","2013","1979-11-06","97"
"880","Tim Ohlbrecht","83","255","2013","2013","1988-08-30","58"
"881","Emeka Okafor","82","252","2005","2013","1982-09-28","42"
"882","Jeremy Pargo","74","219","2012","2013","1986-03-17","154"
